playerid,participant_code,groupid,inactive,left_player,right_player,part1_signal_left,part1_signal_right,part1_finaldecision,Part3_finaldecision,survey_id_in_group,survey_role,survey_payoff,survey_gender,survey_age,survey_field_of_study,survey_university_years,survey_job_status,survey_willingness_future,survey_willingness_risk,survey_reciprocity_positive,survey_reciprocity_negative,survey_willingness_donate,survey_trust_general,survey_beauty_contest_guess,survey_time_on_page,survey_time_survey_intro,survey_time_survey_questions,survey_time_survey_scale_intro,survey_time_survey_page4,survey_time_survey_page5,survey_time_survey_page6,survey_time_survey_page7,survey_time_survey_page8,survey_time_survey_page9,survey_time_survey_page10,survey_time_final_results
2,mlty2epe,1,1,,,,,,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,ars6wt6w,1,,,,,,,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8jmoid6y,1,1,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,eozq9x59,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2doo0be4,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,fav89uf6,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,020r20wf,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,xqs7m7k0,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,qdunfizc,2,1,,,split_you,split_you,,,1,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8uh4egjg,2,1,,,split_you,split_you,,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,x317hbjx,2,1,,,split_you,split_you,,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,xhvoqag7,3,1,,,split_you,split_you,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,21zai1rp,3,,,,split_you,split_you,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,ddrcqhmp,3,,,,split_you,split_you,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,kqvipga5,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,rtkfpb2r,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9ha0rqbg,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,m07p2qe8,2,,flq09o5e,ocdryxch,split_both,split_both,Right,,1,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ocdryxch,2,,m07p2qe8,flq09o5e,split_you,split_you,Left,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,flq09o5e,2,1,ocdryxch,m07p2qe8,split_you,split_you,Both,share_one,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,crfn3r7o,1,,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,cdr48ip7,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,enqxegpj,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,xd6ys199,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,eqvu9orf,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4t7me8rm,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,142968nx,2,,09uqr9jb,lqh2y9rm,split_you,split_you,Both,share_one,1,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,lqh2y9rm,2,,142968nx,09uqr9jb,split_both,split_both,Both,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,09uqr9jb,2,,lqh2y9rm,142968nx,split_you,split_you,Both,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,k3lnbayu,1,,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7nbdijkd,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7l260kih,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,bypw3aoy,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,cbmuuktw,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,sthyvobh,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,twn77sp8,3,,jno7jts1,s5w1zx3z,split_both,split_both,Right,share_both,1,,0.0,0,33,edc,19,employee,10,10,10,10,10,10,2.0,17.65,3.01,14.45,6.22,4.33,2.21,2.68,2.35,2.68,4.53,17.65,0.0
2,s5w1zx3z,3,,twn77sp8,jno7jts1,split_other,split_other,Both,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,jno7jts1,3,,s5w1zx3z,twn77sp8,split_you,split_you,Left,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,p0tioh85,1,,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5jkvzplo,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,k9r22wih,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,tsts9qvj,2,,qdlli1g4,eenfdkw3,split_you,split_you,Both,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,eenfdkw3,2,,tsts9qvj,qdlli1g4,split_both,split_both,Both,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,qdlli1g4,2,1,eenfdkw3,tsts9qvj,split_you,split_you,Right,share_one,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,ivo6uz5y,2,,fxu88h89,xodgk74w,split_both,split_both,Left,share_both,1,,0.0,0,18,econ,3,employee,8,8,10,9,9,9,1.8,9.59,14.33,25.59,35.29,33.94,2.58,2.06,10.51,91.2,4.3,9.59,0.0
2,xodgk74w,2,,ivo6uz5y,fxu88h89,split_you,split_you,Left,share_one,2,,0.0,0,77,econ,3,not_in_labour_force,9,9,9,9,9,9,1.6,65.72,48.32,19.4,6.73,32.76,11.85,4.46,4.39,4.63,4.87,65.72,0.0
3,fxu88h89,2,1,xodgk74w,ivo6uz5y,split_both,split_both,Left,share_both,3,,0.0,2,22,econm,4,self_employed,10,8,9,8,8,9,1.1,178.24,61.46,18.35,1.56,2.27,18.25,9.6,4.42,79.79,4.49,178.24,0.0
4,5mua6mtc,1,,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ixa5f13a,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,x7zsfia3,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,l01e7zkw,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,gjtraim7,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,o4oc3lyg,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,frsokvko,2,,nhtas8ou,vjee2hk6,split_you,split_you,Both,share_one,1,,0.0,,,,,,,,,,,,,1.86,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,fd5y3l3u,1,1,,,,,,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,h45i0piy,1,1,,,,,,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,vjee2hk6,2,,frsokvko,nhtas8ou,split_both,split_both,Both,share_both,4,,0.0,,,,,,,,,,,,,8.04,8.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,nhtas8ou,2,,vjee2hk6,frsokvko,split_you,split_you,Right,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,kyh4niz8,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,5011988x,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9d2i1y2p,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,nzjb2i4f,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,hzc4xm8q,2,,qdbm2hyw,ispjvdzt,split_other,split_you,Right,share_one,1,,0.0,1,34,SEcvo,11,employee,9,9,9,9,8,9,1.9,19.57,7.93,37.67,1.55,4.41,1.34,4.94,3.91,1.39,5.92,19.57,0.0
2,ispjvdzt,2,,hzc4xm8q,qdbm2hyw,split_you,split_other,Left,share_both,2,,0.0,0,23,Econa,1,employee,10,9,8,10,9,9,1.8,7.87,5.2,36.94,5.09,6.11,1.61,3.69,6.37,4.78,2.67,7.87,0.0
3,qdbm2hyw,2,,ispjvdzt,hzc4xm8q,split_you,split_you,Right,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,gfufaviz,3,,eqf0if9i,jogmeplr,split_you,split_you,Left,share_both,4,,0.0,2,44,Econ,11,not_in_labour_force,10,9,9,9,10,10,1.3,26.36,2.04,89.97,3.64,4.09,1.12,3.23,4.09,1.56,5.67,26.36,0.0
5,jogmeplr,3,,gfufaviz,eqf0if9i,split_you,split_you,Left,share_both,5,,0.0,0,23,Digit,2,employee,10,10,10,9,10,10,1.6,7.04,2.01,92.36,1.15,2.88,4.71,3.66,5.86,1.83,3.89,7.04,0.0
6,eqf0if9i,3,,jogmeplr,gfufaviz,split_you,split_you,Both,share_one,6,,0.0,1,22,econ,2,employee,9,10,9,10,10,10,1.7,5.59,2.34,17.45,1.09,2.13,1.9,1.7,1.09,2.11,1.18,5.59,0.0
7,c3otahdb,4,,vksuje6p,3wjp5x6k,split_both,split_both,Right,share_both,7,,0.0,1,18,econq,12,employee,9,9,9,9,9,9,1.7,6.39,0.78,35.23,10.68,2.41,6.29,1.88,5.76,5.87,4.28,6.39,0.0
8,3wjp5x6k,4,,c3otahdb,vksuje6p,split_you,split_you,Left,share_one,8,,0.0,1,19,econ,3,employee,9,9,9,9,9,9,2.0,15.12,3.27,42.08,1.4,6.27,1.75,5.32,1.94,6.06,4.08,15.12,0.0
9,vksuje6p,4,,3wjp5x6k,c3otahdb,split_you,split_you,Left,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1tbvb33z,1,,,,,,,,1,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,ab0rbkcj,1,,,,,,,,2,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,bjvobo2v,1,,,,,,,,3,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,i3qkbqxp,1,,,,,,,,4,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,ih9l4qrh,1,,,,,,,,5,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,wudftr4h,1,,,,,,,,6,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,dwzna1m1,1,,,,,,,,7,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4rqeie6d,1,,,,,,,,8,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,uhw3rslp,1,,,,,,,,9,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
