session_code;id_in_session;participant_code;channel;nickname;body;timestamp;player_color
ln6s1ftc;12;bab8wqjo;13-bargaining_tdl_main-79_1_2;LeftPartner;vorrei dividere con tutti ;17.792.717.206.458.200;
yd5nzig1;9;bnuc6jnp;36-bargaining_tdl_main-135_1_2;RightPartner;hi;17.794.392.781.542.100;
yd5nzig1;9;bnuc6jnp;36-bargaining_tdl_main-135_1_2;RightPartner;let's split also with the other participant;177.943.935.001.765;
ln6s1ftc;29;br25c3xd;13-bargaining_tdl_main-68_1_2;RightPartner;vorrei dividere per tre;17.792.717.193.774.700;
ln6s1ftc;29;br25c3xd;13-bargaining_tdl_main-68_2_3;LeftPartner;vorrei dividere per tre;17.792.717.348.571.100;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_3;RightPartner;sono un pochino confusa sul da farsi ma vorrei sapere se tu hai le idee più chiare;17.792.717.173.393.500;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_3;RightPartner;perfetto;17.792.717.288.767.300;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_2;LeftPartner;sono un pochino confusa sul da farsi. Tu hai le idee più chiare?;1.779.271.752.857.460;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_2;LeftPartner;sono d'accordo con te;17.792.717.612.371.700;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_3;RightPartner;io vorrei condividere con tutti;17.792.717.718.366.900;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_3;RightPartner;ok, allora procediamo;17.792.717.815.036.600;
ln6s1ftc;41;brln0ee7;13-bargaining_tdl_main-69_1_2;LeftPartner;ok, allora procediamo;1.779.271.790.546.510;
ln6s1ftc;81;bueb4u4i;13-bargaining_tdl_main-79_2_3;RightPartner;Non ho ben capito ma ti scrivo lo stesso. OK come proposto da te;17.792.717.553.565.300;
ln6s1ftc;81;bueb4u4i;13-bargaining_tdl_main-79_1_3;LeftPartner;Concordo, va bene;17.792.717.637.056.900;
ln6s1ftc;48;c2ycwfix;13-bargaining_tdl_main-71_1_2;RightPartner;ciao;17.792.717.446.716.800;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_2_3;RightPartner;Hi, how do you want to propose to do?;1.779.439.219.831.540;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_1_3;LeftPartner;Do you want to split between me and you?;17.794.392.883.676.300;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_2_3;RightPartner;Do you want to exclude participant Red?;17.794.393.157.239.000;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_1_3;LeftPartner;Ok If want to split with me ok;17.794.395.552.514.000;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_1_3;LeftPartner;I will split with you;17.794.395.552.554.200;
yd5nzig1;16;cpn08rvz;36-bargaining_tdl_main-134_1_3;LeftPartner;If you want to split with me ok, But what did write to partipant Green?;17.794.395.552.587.700;
ln6s1ftc;20;cw3blg3k;13-bargaining_tdl_main-68_1_3;RightPartner;Vorrei dividere equamente tra tutti e tre;1.779.271.693.419.300;
ln6s1ftc;20;cw3blg3k;13-bargaining_tdl_main-68_1_2;LeftPartner;Vorrei dividere equamente tra tutti e tre;17.792.716.938.830.100;
ln6s1ftc;20;cw3blg3k;13-bargaining_tdl_main-68_1_3;RightPartner;Anche tu?;17.792.717.386.299.100;
ln6s1ftc;20;cw3blg3k;13-bargaining_tdl_main-68_1_3;RightPartner;ok;17.792.717.630.452.700;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;hello;17.794.390.836.687.400;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;tell me;17.794.390.985.936.800;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;let split ;17.794.391.429.887.200;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;let s;1.779.439.153.566.820;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;yes;17.794.391.627.788.100;
yd5nzig1;13;dbc3qlg7;36-bargaining_tdl_main-133_1_3;LeftPartner;ok;17.794.391.713.354.600;
el73t6hp;3;dx0ls2i4;9-bargaining_tdl_main-12_2_3;RightPartner;fdsgfda;17.791.876.160.807.500;
ln6s1ftc;19;eoo09gqg;13-bargaining_tdl_main-73_1_2;RightPartner;Ciao, direi di dividere per 3?;17.792.718.151.234.400;
ln6s1ftc;19;eoo09gqg;13-bargaining_tdl_main-73_2_3;LeftPartner;Dividiamo per 3 o solo io e te?;1.779.271.816.939.050;
ln6s1ftc;19;eoo09gqg;13-bargaining_tdl_main-73_2_3;LeftPartner;perfetto;17.792.718.707.159.700;
ln6s1ftc;19;eoo09gqg;13-bargaining_tdl_main-73_2_3;LeftPartner;mi ha detto ok adesso a dividere per 3;17.792.719.101.773.500;
ln6s1ftc;27;ff8ef196;13-bargaining_tdl_main-77_1_3;RightPartner;io sono un pò in confusione.. qualche suggerimento?;17.792.717.199.159.100;
ln6s1ftc;27;ff8ef196;13-bargaining_tdl_main-77_1_3;RightPartner;ok, se davvero siamo rimasti in 2 siamo a posto con la scelta!;17.792.717.578.822.500;
ln6s1ftc;27;ff8ef196;13-bargaining_tdl_main-77_1_3;RightPartner;si.. possiamo già cliccare su next, credo;1.779.271.789.885.040;
ln6s1ftc;88;fujp3a0k;13-bargaining_tdl_main-81_1_3;LeftPartner;ok;17.792.718.544.151.100;
ln6s1ftc;53;g0cbyn29;13-bargaining_tdl_main-77_1_2;RightPartner;dividiamo in parti uguali;17.792.718.158.179.200;
ln6s1ftc;64;gn5d8gey;13-bargaining_tdl_main-69_1_2;RightPartner;voglio dividere con tutti;1.779.271.747.512.880;
ln6s1ftc;64;gn5d8gey;13-bargaining_tdl_main-69_2_3;LeftPartner;voglio dividere con tutti;17.792.717.492.075.700;
ln6s1ftc;64;gn5d8gey;13-bargaining_tdl_main-69_1_2;RightPartner;nooooo;17.792.717.626.467.600;
ln6s1ftc;64;gn5d8gey;13-bargaining_tdl_main-69_1_2;RightPartner;si ;17.792.718.542.109.100;
ln6s1ftc;5;hetqaozn;13-bargaining_tdl_main-72_1_3;RightPartner;ciao;17.792.717.068.695.900;
ln6s1ftc;5;hetqaozn;13-bargaining_tdl_main-72_1_3;RightPartner;ok;17.792.717.183.217.600;
yd5nzig1;1;i4i3tmug;36-bargaining_tdl_main-136_1_2;LeftPartner;I will send to you 6$;17.794.395.633.713.500;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_2_3;RightPartner;ciao;17.792.716.510.227.400;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;ciao;17.792.716.687.535.700;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_2_3;RightPartner;ci sei?;17.792.717.108.652.600;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;ci sei?;17.792.717.154.421.800;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;calcolando che il partecipante verde non c'è;17.792.717.325.854.400;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;possiamo spartirlo;17.792.717.354.036.100;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;quindi fare 6 io (blu) e 6 tu (partecipante rosso);17.792.717.648.428.400;
ln6s1ftc;55;jfuhc7aq;13-bargaining_tdl_main-77_1_3;LeftPartner;perfetto, clicco sul next;17.792.718.089.986.200;
ocnkhj5c;2;kbzsf2k1;10-bargaining_tdl_main-42_1_3;RightPartner;Ok Non ci parlo con i BLU;17.791.938.022.623.800;
ocnkhj5c;2;kbzsf2k1;10-bargaining_tdl_main-42_1_2;LeftPartner;Mi piacciono i Verdi, dividiamo;17.791.938.137.867.900;
ocnkhj5c;2;kbzsf2k1;10-bargaining_tdl_main-42_1_3;RightPartner;Bella per te;17.791.939.110.346.200;
ocnkhj5c;2;kbzsf2k1;10-bargaining_tdl_main-42_1_2;LeftPartner;Deal Done;17.791.939.183.024.500;
ln6s1ftc;24;nf397ou8;13-bargaining_tdl_main-76_1_3;RightPartner;voglio dividere solo con te ;17.792.716.383.180.000;
ln6s1ftc;24;nf397ou8;13-bargaining_tdl_main-76_1_2;LeftPartner;non voglio dividere con te ;17.792.716.400.449.900;
el73t6hp;1;opt0r6qy;9-bargaining_tdl_main-12_1_3;RightPartner;CIao sono red;17.791.875.112.687.700;
el73t6hp;1;opt0r6qy;9-bargaining_tdl_main-12_1_2;LeftPartner;ciao sono red;17.791.875.138.955.400;
ln6s1ftc;75;ovyw28qv;13-bargaining_tdl_main-76_1_3;LeftPartner;ok ;177.927.167.828.848;
el73t6hp;2;p3wi5j2i;9-bargaining_tdl_main-12_1_2;RightPartner;Ciao red;17.791.875.208.067.800;
el73t6hp;2;p3wi5j2i;9-bargaining_tdl_main-12_1_2;RightPartner;sono green;1.779.187.525.681.320;
ln6s1ftc;2;pzd9fjek;13-bargaining_tdl_main-78_1_3;RightPartner;ciao, blue siccome tu hai aspettato e sei gentile vorrei dividere solo con te che ne dici?;17.792.718.544.832.800;
ln6s1ftc;2;pzd9fjek;13-bargaining_tdl_main-78_1_3;RightPartner;Va bene anche a me il green aveva chiesto di divdere in parti uguali, che facciamo?;17.792.719.130.141.200;
ln6s1ftc;2;pzd9fjek;13-bargaining_tdl_main-78_1_3;RightPartner;dividiamo insieme o tutti insieme?;1.779.271.934.323.370;
ln6s1ftc;2;pzd9fjek;13-bargaining_tdl_main-78_1_3;RightPartner;dividiamo tutti egualmente?;17.792.719.493.639.100;
ln6s1ftc;2;pzd9fjek;13-bargaining_tdl_main-78_1_3;RightPartner;ok siamo d'accordo 4 ciascuno;17.792.719.670.843.300;
ocnkhj5c;3;qi1pt07x;10-bargaining_tdl_main-42_1_2;RightPartner;Daje, dividiamo con i rossi;17.791.938.284.196.000;
ocnkhj5c;3;qi1pt07x;10-bargaining_tdl_main-42_2_3;LeftPartner;BLU BU BU BU;17.791.938.388.962.900;
ocnkhj5c;3;qi1pt07x;10-bargaining_tdl_main-42_2_3;LeftPartner;Daje;1.779.193.890.588.140;
ocnkhj5c;3;qi1pt07x;10-bargaining_tdl_main-42_1_2;RightPartner;Ok dividiamo;17.791.939.267.034.700;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;dividiamo in parti uguali;17.792.718.224.092.900;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;?;17.792.718.303.874.200;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_2_3;LeftPartner;dividiamo in parti uguali?;17.792.718.679.057.300;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;si non risponde neanche a me va bene dividiamo noi;17.792.719.064.540.200;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;a me no;17.792.719.334.889.200;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;facciamo tutti 4?;17.792.719.510.569.700;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;a me comunque non ha risposto;1.779.271.967.341.440;
ln6s1ftc;87;r4smz6e6;13-bargaining_tdl_main-81_1_2;RightPartner;andiamo avanti?;17.792.719.793.093.400;
ln6s1ftc;65;rhilexuj;13-bargaining_tdl_main-72_1_2;RightPartner;voglio dividere con tutti i partecipanti;17.792.716.837.930.000;
ln6s1ftc;65;rhilexuj;13-bargaining_tdl_main-72_2_3;LeftPartner;voglio dividere con tutti i partecipanti;17.792.717.025.709.800;
ln6s1ftc;65;rhilexuj;13-bargaining_tdl_main-72_2_3;LeftPartner;si esatto! va bene!;17.792.719.012.033.400;
ln6s1ftc;65;rhilexuj;13-bargaining_tdl_main-72_2_3;LeftPartner;ok;17.792.719.255.240.500;
ln6s1ftc;33;v3691z1i;13-bargaining_tdl_main-67_1_3;RightPartner;il verde è uscito dividiamo in 2?;17.792.718.258.292.100;
ln6s1ftc;33;v3691z1i;13-bargaining_tdl_main-67_1_3;RightPartner;ok clicchiamo su next;17.792.718.764.988.000;
yd5nzig1;4;viaxlpcy;36-bargaining_tdl_main-135_1_3;RightPartner;hi;17.794.392.693.559.400;
yd5nzig1;4;viaxlpcy;36-bargaining_tdl_main-135_1_2;LeftPartner;hi;17.794.392.709.341.300;
yd5nzig1;4;viaxlpcy;36-bargaining_tdl_main-135_1_2;LeftPartner;lets just split 12$ between two of us;17.794.393.081.409.200;
yd5nzig1;4;viaxlpcy;36-bargaining_tdl_main-135_1_2;LeftPartner;okay ;17.794.393.825.981.200;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_3;RightPartner;dividiamo in parti uguali;17.792.718.390.183.700;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;dividiamo in parti uguali;17.792.718.402.017.900;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;il blu non risponde dividiamo noi;17.792.718.641.252.700;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;il blu ha risposto vuole divider in parti uguali;1.779.271.897.417.770;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_3;RightPartner;ok;17.792.719.015.458.500;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;ora ha risposto;1.779.271.920.647.010;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;dividiamo in parti uguali?;17.792.719.350.555.500;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;ok dividiamo noi;1.779.271.942.882.410;
ln6s1ftc;10;vlhkphbu;13-bargaining_tdl_main-81_1_2;LeftPartner;ok facciamo 4;1.779.271.995.255.380;
ln6s1ftc;22;wx1wj6o7;13-bargaining_tdl_main-73_2_3;RightPartner;per 3;17.792.718.557.273.100;
ln6s1ftc;22;wx1wj6o7;13-bargaining_tdl_main-73_1_3;LeftPartner;per 3;17.792.718.592.114.700;
ln6s1ftc;22;wx1wj6o7;13-bargaining_tdl_main-73_2_3;RightPartner;ok, ma il rosso non risponde;17.792.718.991.577.900;
ln6s1ftc;22;wx1wj6o7;13-bargaining_tdl_main-73_2_3;RightPartner;adesso si;17.792.719.051.556.600;
ln6s1ftc;73;y229xlov;13-bargaining_tdl_main-72_2_3;RightPartner;Ciao, vorrei dividere solo con te, il red è uscito. Va bene?;17.792.718.685.168.000;
ln6s1ftc;73;y229xlov;13-bargaining_tdl_main-72_2_3;RightPartner;benissimo! procediamo allora;17.792.719.158.389.400;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_2_3;RightPartner;Buongiorno;1.779.271.718.750.120;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_1_3;LeftPartner;no;1.779.271.722.932.980;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_1_3;LeftPartner;soprattutto perché parlando tutti è difficile;17.792.717.343.456.500;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_2_3;RightPartner;ok anche io;17.792.717.607.826.500;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_1_3;LeftPartner;vorrei dividere l'importo con tutti;17.792.717.701.525.800;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_1_3;LeftPartner;ottimo;1.779.271.776.067.940;
ln6s1ftc;79;y3atyre1;13-bargaining_tdl_main-69_1_3;LeftPartner;vado;1.779.271.787.407.750;
ln6s1ftc;51;ykrt3sc2;13-bargaining_tdl_main-70_2_3;LeftPartner;Ok;17.792.717.937.117.900;
ln6s1ftc;32;zq85fk59;13-bargaining_tdl_main-75_1_2;RightPartner;non so che devo fare. comunque condivido;17.792.717.912.170.400;
ln6s1ftc;32;zq85fk59;13-bargaining_tdl_main-75_2_3;LeftPartner;si;177.927.181.236.472;
ln6s1ftc;32;zq85fk59;13-bargaining_tdl_main-75_2_3;LeftPartner;a questo punto spingo next;17.792.718.457.837.400;
