participant.id_in_session,participant.code,participant.label,participant._index_in_pages,participant.payoff,participant.inactive_excluded,participant.inactive_excluded_reason,participant.group_dropped,participant.part1_payoff_eligible,participant.group_outcome,participant.part1_group_id,session.code,bargaining_tdl_intro.1.player.time_welcome,bargaining_tdl_intro.1.player.time_instructions_part1,bargaining_tdl_intro.1.player.time_control_questions,bargaining_tdl_main.1.player.id_in_group,bargaining_tdl_main.1.player.payoff,bargaining_tdl_main.1.player.player_color,bargaining_tdl_main.1.player.treatment,bargaining_tdl_main.1.player.part1_calculated_payoff,bargaining_tdl_main.1.player.signal_left,bargaining_tdl_main.1.player.signal_right,bargaining_tdl_main.1.player.first_intention_selected,bargaining_tdl_main.1.player.guess_left_confidence,bargaining_tdl_main.1.player.guess_right_confidence,bargaining_tdl_main.1.player.time_welcome,bargaining_tdl_main.1.player.time_chat,bargaining_tdl_main.1.player.time_signals,bargaining_tdl_main.1.player.decision_choice,bargaining_tdl_main.1.player.decision_option_1,bargaining_tdl_main.1.player.decision_option_2,bargaining_tdl_main.1.player.decision_option_3,bargaining_tdl_main.1.player.received_signal_left,bargaining_tdl_main.1.player.received_signal_right,bargaining_tdl_main.1.player.id_player_on_the_left,bargaining_tdl_main.1.player.id_player_on_the_right,bargaining_tdl_main.1.player.id_player_visualized_on_the_left,bargaining_tdl_main.1.player.id_player_visualized_on_the_right,bargaining_tdl_main.1.player.time_decision,bargaining_tdl_main.1.player.time_post_decision_confidence,bargaining_tdl_main.1.player.chat_interrupted,bargaining_tdl_main.1.player.part1_payoff_eligible,bargaining_tdl_main.1.player.decision_inactive,bargaining_tdl_main.1.player.signal_inactive,bargaining_tdl_main.1.player.received_signal_left_inactive,bargaining_tdl_main.1.player.received_signal_right_inactive,bargaining_tdl_main.1.player.guess_left_choice,bargaining_tdl_main.1.player.guess_right_choice,bargaining_tdl_main.1.group.id_in_subsession,bargaining_tdl_main.1.group.grp_coordinate,bargaining_tdl_main.1.group.group_outcome,bargaining_tdl_main.1.group.chat_left_p1,bargaining_tdl_main.1.group.chat_left_p2,bargaining_tdl_main.1.group.chat_left_p3,bargaining_tdl_main.1.group.group_dropped,bargaining_tdl_survey.1.player.gender,bargaining_tdl_survey.1.player.birth_year,bargaining_tdl_survey.1.player.field_of_study,bargaining_tdl_survey.1.player.university_years,bargaining_tdl_survey.1.player.main_situation,bargaining_tdl_survey.1.player.job_type,bargaining_tdl_survey.1.player.sd3_mach_01,bargaining_tdl_survey.1.player.sd3_mach_02,bargaining_tdl_survey.1.player.sd3_mach_03,bargaining_tdl_survey.1.player.sd3_mach_04,bargaining_tdl_survey.1.player.sd3_mach_05,bargaining_tdl_survey.1.player.sd3_mach_06,bargaining_tdl_survey.1.player.sd3_mach_07,bargaining_tdl_survey.1.player.sd3_mach_08,bargaining_tdl_survey.1.player.sd3_mach_09,bargaining_tdl_survey.1.player.sd3_narc_01,bargaining_tdl_survey.1.player.sd3_narc_02,bargaining_tdl_survey.1.player.sd3_narc_03,bargaining_tdl_survey.1.player.sd3_narc_04,bargaining_tdl_survey.1.player.sd3_narc_05,bargaining_tdl_survey.1.player.sd3_narc_06,bargaining_tdl_survey.1.player.sd3_narc_07,bargaining_tdl_survey.1.player.sd3_narc_08,bargaining_tdl_survey.1.player.sd3_narc_09,bargaining_tdl_survey.1.player.sd3_psych_01,bargaining_tdl_survey.1.player.sd3_psych_02,bargaining_tdl_survey.1.player.sd3_psych_03,bargaining_tdl_survey.1.player.sd3_psych_04,bargaining_tdl_survey.1.player.sd3_psych_05,bargaining_tdl_survey.1.player.sd3_psych_06,bargaining_tdl_survey.1.player.sd3_psych_07,bargaining_tdl_survey.1.player.sd3_psych_08,bargaining_tdl_survey.1.player.sd3_psych_09,bargaining_tdl_survey.1.player.willingness_future,bargaining_tdl_survey.1.player.willingness_risk,bargaining_tdl_survey.1.player.reciprocity_positive,bargaining_tdl_survey.1.player.reciprocity_negative,bargaining_tdl_survey.1.player.willingness_donate,bargaining_tdl_survey.1.player.trust_general,bargaining_tdl_survey.1.player.beauty_contest_guess,bargaining_tdl_survey.1.player.instructions_clarity,bargaining_tdl_survey.1.player.general_comment,bargaining_tdl_survey.1.player.time_survey_questions,bargaining_tdl_survey.1.player.time_survey_sd3_mach,bargaining_tdl_survey.1.player.time_survey_sd3_narc,bargaining_tdl_survey.1.player.time_survey_sd3_psych,bargaining_tdl_survey.1.player.time_survey_page4,bargaining_tdl_survey.1.player.time_survey_page10,bargaining_tdl_survey.1.player.time_survey_feedback,focal_player_id,focal_player_color,decision_target_id,decision_target_color,guess_left_target_id,guess_left_target_color,guess_right_target_id,guess_right_target_color,signal_left_target_id,signal_left_target_color,signal_right_target_id,signal_right_target_color,received_signal_left_target_id,received_signal_left_target_color,received_signal_right_target_id,received_signal_right_target_color,chat_side,partner_id,partner_color,chat_group_key,chat_status,chat_channel,chat_message_count,chat_message_count_focal_sent,chat_message_count_partner_sent,chat_first_timestamp,chat_last_timestamp,chat_transcript
6,u3w8e31o,,9,0.0,,,,,,,5p1s6pop,46.8,2.0,12.03,3,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,9,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Purple,,,,,,,,,,,,,,,left,2,Orange,5p1s6pop|9,no_messages,,0,0,0,,,[]
6,u3w8e31o,,9,0.0,,,,,,,5p1s6pop,46.8,2.0,12.03,3,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,9,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Purple,,,,,,,,,,,,,,,right,1,Yellow,5p1s6pop|9,no_messages,,0,0,0,,,[]
7,szgd90ew,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,7,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
7,szgd90ew,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,7,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
8,zrdd7hr2,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,8,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
8,zrdd7hr2,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,8,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
9,m4w2w7bi,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,9,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,left,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
9,m4w2w7bi,,0,0.0,,,,,,,5p1s6pop,0.0,0.0,0.0,9,0.0,,,0.0,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0,1,0,0,0,0,,,1,0,pending,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,right,,,5p1s6pop|1,no_messages,,0,0,0,,,[]
1,pvyf0zut,,28,3.0,,,0,1,mutual_12,11,m7p1o3h8,56.13,2.51,10.66,1,3.0,Yellow,private,3.0,split_other,split_you,right,1,2,56.13,294.86,85.02,Right,Right,NoOne,Left,support_none,split_you,xdev4epy,0ies6b63,0ies6b63,xdev4epy,36.08,50.92,1,1,0,0,0,0,Left,NoOne,2,1,mutual_12,1,1,1,0,1,1934,7,10,education,not_employed,1,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,2.0,5,fdnhshnshn  ,21.84,52.79,34.43,8.23,17.04,10.45,5.87,1,Yellow,2,Orange,2,Orange,NoOne,NoOne,2,Orange,2,Orange,NoOne,NoOne,1,Yellow,left,3,Purple,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_1_3,2,1,1,1787515904.5003247,1787515915.1410723,"[{""timestamp"":""1787515904.5003247"",""from_id"":1,""from_color"":""Yellow"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""pvyf0zut"",""body"":""yellow ha purple a dx"",""channel"":""2-bargaining_tdl_main-11_1_3"",""parse_status"":""ok""},{""timestamp"":""1787515915.1410723"",""from_id"":3,""from_color"":""Purple"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""xdev4epy"",""body"":""prplue ha yellow a sx"",""channel"":""2-bargaining_tdl_main-11_1_3"",""parse_status"":""ok""}]"
1,pvyf0zut,,28,3.0,,,0,1,mutual_12,11,m7p1o3h8,56.13,2.51,10.66,1,3.0,Yellow,private,3.0,split_other,split_you,right,1,2,56.13,294.86,85.02,Right,Right,NoOne,Left,support_none,split_you,xdev4epy,0ies6b63,0ies6b63,xdev4epy,36.08,50.92,1,1,0,0,0,0,Left,NoOne,2,1,mutual_12,1,1,1,0,1,1934,7,10,education,not_employed,1,2,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,9,9,9,9,9,2.0,5,fdnhshnshn  ,21.84,52.79,34.43,8.23,17.04,10.45,5.87,1,Yellow,2,Orange,2,Orange,NoOne,NoOne,2,Orange,2,Orange,NoOne,NoOne,1,Yellow,right,2,Orange,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_1_2,2,1,1,1787515862.5186257,1787515889.0468805,"[{""timestamp"":""1787515862.5186257"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""LeftPartner"",""participant_code"":""0ies6b63"",""body"":""orange chatta con yellow a destra"",""channel"":""2-bargaining_tdl_main-11_1_2"",""parse_status"":""ok""},{""timestamp"":""1787515889.0468805"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""pvyf0zut"",""body"":""yellow ha orange a sx"",""channel"":""2-bargaining_tdl_main-11_1_2"",""parse_status"":""ok""}]"
2,0ies6b63,,28,3.0,,,0,1,mutual_12,11,m7p1o3h8,19.53,15.94,10.21,2,3.0,Orange,private,3.0,split_you,split_other,left,8,2,19.53,0.0,88.82,Left,Right,Left,NoOne,split_you,support_none,pvyf0zut,xdev4epy,xdev4epy,pvyf0zut,41.55,37.94,0,1,0,0,0,0,Right,NoOne,2,1,mutual_12,1,1,1,0,2,1931,4,8,education,not_employed,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,3,2,3,4,5,5,5,9,10,9,9,10,9,1.8,5,shshbsbs,10.22,9.2,8.35,26.6,52.63,3.91,4.79,2,Orange,1,Yellow,2,Orange,NoOne,NoOne,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,left,1,Yellow,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_1_2,2,1,1,1787515862.5186257,1787515889.0468805,"[{""timestamp"":""1787515862.5186257"",""from_id"":2,""from_color"":""Orange"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""LeftPartner"",""participant_code"":""0ies6b63"",""body"":""orange chatta con yellow a destra"",""channel"":""2-bargaining_tdl_main-11_1_2"",""parse_status"":""ok""},{""timestamp"":""1787515889.0468805"",""from_id"":1,""from_color"":""Yellow"",""to_id"":2,""to_color"":""Orange"",""nickname"":""RightPartner"",""participant_code"":""pvyf0zut"",""body"":""yellow ha orange a sx"",""channel"":""2-bargaining_tdl_main-11_1_2"",""parse_status"":""ok""}]"
2,0ies6b63,,28,3.0,,,0,1,mutual_12,11,m7p1o3h8,19.53,15.94,10.21,2,3.0,Orange,private,3.0,split_you,split_other,left,8,2,19.53,0.0,88.82,Left,Right,Left,NoOne,split_you,support_none,pvyf0zut,xdev4epy,xdev4epy,pvyf0zut,41.55,37.94,0,1,0,0,0,0,Right,NoOne,2,1,mutual_12,1,1,1,0,2,1931,4,8,education,not_employed,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,4,3,2,3,4,5,5,5,9,10,9,9,10,9,1.8,5,shshbsbs,10.22,9.2,8.35,26.6,52.63,3.91,4.79,2,Orange,1,Yellow,2,Orange,NoOne,NoOne,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,right,3,Purple,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_2_3,2,1,1,1787515852.565567,1787515926.4013371,"[{""timestamp"":""1787515852.565567"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""RightPartner"",""participant_code"":""0ies6b63"",""body"":""orange chatta con purple a sx"",""channel"":""2-bargaining_tdl_main-11_2_3"",""parse_status"":""ok""},{""timestamp"":""1787515926.4013371"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""xdev4epy"",""body"":""purple ha orange a dx"",""channel"":""2-bargaining_tdl_main-11_2_3"",""parse_status"":""ok""}]"
3,xdev4epy,,28,0.0,,,0,1,mutual_12,11,m7p1o3h8,67.41,3.31,14.71,3,0.0,Purple,private,0.0,support_none,support_none,right,1,2,67.41,298.96,84.18,Right,NoOne,Left,Right,split_other,split_other,0ies6b63,pvyf0zut,pvyf0zut,0ies6b63,44.45,47.41,1,1,0,0,0,0,Left,Right,2,1,mutual_12,1,1,1,0,1,1933,9,7,education,not_employed,1,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,7,10,9,8,10,1.7,5,gfagag,28.66,44.16,50.27,7.79,27.2,12.4,4.75,3,Purple,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,NoOne,NoOne,1,Yellow,2,Orange,left,2,Orange,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_2_3,2,1,1,1787515852.565567,1787515926.4013371,"[{""timestamp"":""1787515852.565567"",""from_id"":2,""from_color"":""Orange"",""to_id"":3,""to_color"":""Purple"",""nickname"":""RightPartner"",""participant_code"":""0ies6b63"",""body"":""orange chatta con purple a sx"",""channel"":""2-bargaining_tdl_main-11_2_3"",""parse_status"":""ok""},{""timestamp"":""1787515926.4013371"",""from_id"":3,""from_color"":""Purple"",""to_id"":2,""to_color"":""Orange"",""nickname"":""LeftPartner"",""participant_code"":""xdev4epy"",""body"":""purple ha orange a dx"",""channel"":""2-bargaining_tdl_main-11_2_3"",""parse_status"":""ok""}]"
3,xdev4epy,,28,0.0,,,0,1,mutual_12,11,m7p1o3h8,67.41,3.31,14.71,3,0.0,Purple,private,0.0,support_none,support_none,right,1,2,67.41,298.96,84.18,Right,NoOne,Left,Right,split_other,split_other,0ies6b63,pvyf0zut,pvyf0zut,0ies6b63,44.45,47.41,1,1,0,0,0,0,Left,Right,2,1,mutual_12,1,1,1,0,1,1933,9,7,education,not_employed,1,2,3,3,3,3,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,7,10,9,8,10,1.7,5,gfagag,28.66,44.16,50.27,7.79,27.2,12.4,4.75,3,Purple,1,Yellow,1,Yellow,2,Orange,NoOne,NoOne,NoOne,NoOne,1,Yellow,2,Orange,right,1,Yellow,m7p1o3h8|11,matched,2-bargaining_tdl_main-11_1_3,2,1,1,1787515904.5003247,1787515915.1410723,"[{""timestamp"":""1787515904.5003247"",""from_id"":1,""from_color"":""Yellow"",""to_id"":3,""to_color"":""Purple"",""nickname"":""LeftPartner"",""participant_code"":""pvyf0zut"",""body"":""yellow ha purple a dx"",""channel"":""2-bargaining_tdl_main-11_1_3"",""parse_status"":""ok""},{""timestamp"":""1787515915.1410723"",""from_id"":3,""from_color"":""Purple"",""to_id"":1,""to_color"":""Yellow"",""nickname"":""RightPartner"",""participant_code"":""xdev4epy"",""body"":""prplue ha yellow a sx"",""channel"":""2-bargaining_tdl_main-11_1_3"",""parse_status"":""ok""}]"
